Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT,tradecount,SMA50,SMA200,RSI14,ATR14,cross_above_50,entry_signal,exit_signal
1570320000000,2019-10-06,BTCUSDT,8127.55,8153.87,7785.0,7854.25,34676.104049,275447898.032875,325795,9683.181999999999,8543.3921,24.569565784051434,410.82248940906993,False,False,True
1570406400000,2019-10-07,BTCUSDT,7855.3,8299.92,7762.0,8190.09,52202.072297,420921679.8442632,482605,9640.8482,8564.43935,34.72163797556453,419.90088302270783,False,False,True
1570492800000,2019-10-08,BTCUSDT,8190.82,8325.0,8088.75,8168.39,35452.657423,290675248.1414453,395685,9585.905200000001,8585.34665,34.399477739613815,406.7829628068001,False,False,True
1570579200000,2019-10-09,BTCUSDT,8170.79,8670.0,8115.0,8560.74,55038.704378,462845251.8136103,537805,9541.9098,8608.1203,44.43757753179732,417.3698940348859,False,False,True
1570665600000,2019-10-10,BTCUSDT,8562.15,8644.0,8414.52,8558.03,39137.946167,333925412.3041418,406932,9510.219,8630.94955,44.38705549330559,403.94918731810833,False,False,True
1570752000000,2019-10-11,BTCUSDT,8557.82,8779.51,8212.38,8258.5,50405.284418,424413201.53293216,471818,9473.391399999999,8652.561450000001,39.09625519446804,415.60495965252926,False,False,True
1570838400000,2019-10-12,BTCUSDT,8257.95,8400.0,8250.0,8300.09,21339.334098,177707852.5948189,280633,9431.6022,8674.319150000001,40.16277700313487,396.6331768202058,False,False,True
1570924800000,2019-10-13,BTCUSDT,8301.98,8451.37,8160.0,8275.01,27840.739953,232149438.3639587,320051,9394.4154,8695.50395,39.711168916906274,389.1143784759055,False,False,True
1571011200000,2019-10-14,BTCUSDT,8275.24,8388.85,8203.0,8348.2,29810.663253,247530733.18003485,345679,9358.5256,8717.1059,41.76896063912168,374.59549429905513,False,False,True
1571097600000,2019-10-15,BTCUSDT,8346.86,8403.0,8090.0,8159.29,32773.062476,270727559.77701086,399447,9314.2664,8737.3861,38.14951957233764,370.1958161348369,False,False,True
1571184000000,2019-10-16,BTCUSDT,8159.3,8181.16,7917.0,7991.74,34733.593966,279586845.5362138,421026,9270.4002,8756.80995,35.23333032622669,362.62182926806287,False,False,True
1571270400000,2019-10-17,BTCUSDT,7995.02,8124.92,7929.03,8070.58,29656.949158,238343204.48251528,356490,9237.391800000001,8776.6431,37.648568297768435,350.7124128917727,False,False,True
1571356800000,2019-10-18,BTCUSDT,8070.71,8115.0,7816.01,7947.01,31353.181416,248931322.1008505,399783,9206.3632,8795.655349999999,35.41912078318606,347.01795482807466,False,False,True
1571443200000,2019-10-19,BTCUSDT,7946.89,8098.1,7866.92,7948.01,26627.889388,211909734.13572004,349746,9173.6326,8811.10895,35.452432752101416,338.74381519749795,False,False,True
1571529600000,2019-10-20,BTCUSDT,7949.87,8297.0,7870.0,8223.35,34286.452654,275899861.65387124,396091,9146.3502,8827.5627,44.01530829340541,345.04782839767665,False,False,True
1571616000000,2019-10-21,BTCUSDT,8223.35,8333.0,8142.03,8197.27,30448.679539,250117281.63661337,367169,9115.796,8844.05575,43.427644426224425,334.0422692264141,False,False,True
1571702400000,2019-10-22,BTCUSDT,8197.28,8297.99,8000.0,8020.0,34651.828663,283535483.41051364,384699,9069.396,8859.131,39.56123839503777,331.46710713881305,False,False,True
1571788800000,2019-10-23,BTCUSDT,8020.06,8047.59,7300.0,7466.62,63897.457098,488220760.6464156,610241,9006.4228,8871.24465,30.44799800193728,361.1901709146121,False,False,True
1571875200000,2019-10-24,BTCUSDT,7468.47,7503.68,7337.99,7412.41,32714.383265,243246414.9489239,403778,8943.3306,8882.45535,29.72560377811564,347.22587299213984,False,False,True
1571961600000,2019-10-25,BTCUSDT,7412.41,8799.0,7361.0,8655.02,90748.218174,737329544.8835196,775418,8905.1412,8899.545950000002,55.68167588658486,425.13831063555847,False,False,True
1572048000000,2019-10-26,BTCUSDT,8655.88,10370.0,8470.38,9230.0,162588.585413,1522244166.4108484,1185369,8883.7666,8919.945950000001,62.57067892391121,530.4584313044472,True,False,False
